 621.80035 16.020 0.013
 622.87742 16.010 0.008
 624.90398 16.024 0.007
 625.89142 16.014 0.007
 626.86295 16.018 0.007
 627.84916 16.014 0.008
 628.89025 15.998 0.007
 629.88805 16.016 0.008
 631.91900 16.015 0.008
 632.85951 16.013 0.008
 633.89493 16.009 0.007
 635.88980 16.014 0.007
 643.85881 16.016 0.008
 645.83054 16.028 0.008
 647.78824 16.028 0.011
 649.78565 16.016 0.008
 652.83285 15.999 0.007
 656.84600 16.012 0.007
 657.81826 16.013 0.008
 658.85857 16.009 0.009
 663.76482 16.005 0.008
 664.86974 16.015 0.007
 665.81703 16.004 0.005
 666.82759 15.999 0.007
 667.84681 16.007 0.006
 668.81763 16.014 0.006
 670.78321 16.014 0.008
 671.80525 16.007 0.006
 672.81080 16.010 0.006
 673.77818 16.007 0.007
 684.73856 16.008 0.006
 685.79342 16.004 0.007
 686.69468 16.019 0.009
 687.77604 16.014 0.007
 688.71808 16.016 0.006
 689.74522 16.002 0.006
 697.71135 16.018 0.007
 698.78246 16.001 0.007
 699.68150 16.003 0.006
 700.72228 15.998 0.007
 701.69451 16.005 0.007
 704.72248 16.013 0.008
 706.68814 16.004 0.008
 707.72571 15.998 0.008
 708.74985 16.000 0.007
 712.75040 16.003 0.007
 713.73177 15.992 0.006
 714.74675 16.009 0.006
 715.71231 16.011 0.007
 716.68039 16.008 0.007
 720.71223 15.994 0.009
 726.66300 15.995 0.007
 728.67371 15.991 0.007
 729.67585 15.990 0.007
 730.66022 15.991 0.007
 733.62671 16.008 0.008
 739.64668 15.971 0.007
 741.61247 15.981 0.006
 742.58872 15.994 0.007
 744.63584 15.990 0.007
 745.58677 16.001 0.007
 746.77758 16.010 0.007
 747.64805 16.004 0.007
 748.60978 16.000 0.007
 749.61516 16.002 0.008
 750.60901 15.993 0.008
 751.61742 15.982 0.008
 752.73184 15.996 0.007
 753.66747 16.009 0.007
 759.62531 15.998 0.007
 760.65098 15.994 0.007
 761.62703 15.993 0.007
 761.73229 16.002 0.008
 762.61841 16.008 0.008
 762.64797 15.991 0.008
 763.63463 15.999 0.007
 763.74538 16.001 0.008
 764.72133 15.996 0.009
 765.56670 16.002 0.009
 766.60414 15.990 0.008
 766.70703 15.986 0.008
 767.61168 15.996 0.009
 767.67330 15.998 0.009
 767.77392 16.011 0.009
 769.59451 15.996 0.008
 769.66822 16.007 0.007
 770.60064 15.997 0.007
 771.63371 16.009 0.007
 772.59556 16.000 0.007
 773.60065 16.001 0.007
 773.75287 16.003 0.008
 774.59366 15.997 0.007
 775.55156 16.005 0.007
 776.63246 16.008 0.007
 777.60673 16.000 0.007
 778.61013 16.004 0.008
 778.74506 16.003 0.011
 779.63701 16.001 0.007
 779.74733 15.997 0.007
 780.63687 16.006 0.007
 781.55120 16.001 0.007
 781.72954 15.996 0.008
 782.61459 15.993 0.008
 782.74057 16.000 0.008
 783.53375 15.997 0.007
 784.57568 16.016 0.007
 785.60255 16.022 0.007
 785.74812 16.011 0.007
 786.60622 16.018 0.007
 787.68666 15.990 0.007
 788.61950 15.979 0.007
 788.64504 15.974 0.007
 790.56819 15.973 0.007
 792.54615 16.008 0.007
 795.61084 16.021 0.008
 796.53973 16.005 0.009
 796.72511 16.008 0.009
 797.69989 16.002 0.007
 798.56254 15.996 0.007
 799.70049 15.997 0.007
 800.61547 16.006 0.007
 802.67553 16.018 0.008
 805.60285 15.996 0.008
 806.61304 15.999 0.008
 808.54445 16.000 0.008
 816.67544 16.019 0.007
 817.58552 16.019 0.007
 819.54832 16.004 0.007
