0.002037 0.072092 
0.002082 0.048698 
0.002127 0.032944 
0.002173 0.025835 
0.002218 0.027667 
0.002263 0.038211 
0.002308 0.056025 
0.002354 0.077619 
0.002399 0.097438 
0.002444 0.109099 
0.002489 0.107799 
0.002535 0.092784 
0.002580 0.068968 
0.002625 0.047446 
0.002671 0.043054 
0.002716 0.067113 
0.002761 0.118942 
0.002806 0.184568 
0.002852 0.247356 
0.002897 0.300498 
0.002942 0.345809 
0.002987 0.382438 
0.003033 0.403174 
0.003078 0.403142 
0.003123 0.387183 
0.003168 0.365510 
0.003214 0.343923 
0.003259 0.320457 
0.003304 0.291163 
0.003349 0.257755 
0.003395 0.229164 
0.003440 0.215301 
0.003485 0.218720 
0.003530 0.231316 
0.003576 0.239161 
0.003621 0.231616 
0.003666 0.205920 
0.003712 0.165411 
0.003757 0.117170 
0.003802 0.070786 
0.003847 0.035924 
0.003893 0.019235 
0.003938 0.023344 
0.003983 0.048489 
0.004028 0.093182 
0.004074 0.151037 
0.004119 0.209234 
0.004164 0.255903 
0.004209 0.289154 
0.004255 0.314167 
0.004300 0.332328 
0.004345 0.338248 
0.004390 0.328544 
0.004436 0.308950 
0.004481 0.289402 
0.004526 0.273689 
0.004572 0.256139 
0.004617 0.228419 
0.004662 0.187853 
0.004707 0.139439 
0.004753 0.092080 
0.004798 0.053503 
0.004843 0.027315 
0.004888 0.012722 
0.004934 0.006108 
0.004979 0.003670 
0.005024 0.003535 
0.005069 0.005659 
0.005115 0.009832 
0.005160 0.013890 
0.005205 0.014213 
0.005250 0.009279 
0.005296 0.004729 
0.005341 0.016559 
0.005386 0.070241 
0.005432 0.195127 
0.005477 0.411843 
0.005522 0.713551 
0.005567 1.052974 
0.005613 1.349235 
0.005658 1.517826 
0.005703 1.512252 
0.005748 1.347285 
0.005794 1.081872 
0.005839 0.783242 
0.005884 0.505855 
0.005929 0.286639 
0.005975 0.141983 
0.006020 0.065506 
0.006065 0.034614 
0.006110 0.025735 
0.006156 0.026878 
0.006201 0.038039 
0.006246 0.062257 
0.006292 0.096292 
0.006337 0.127533 
0.006382 0.139471 
0.006427 0.123009 
0.006473 0.085772 
0.006518 0.051457 
0.006563 0.049160 
0.006608 0.098760 
0.006654 0.197209 
0.006699 0.312506 
0.006744 0.394907 
0.006789 0.404454 
0.006835 0.336134 
0.006880 0.221544 
0.006925 0.108108 
0.006970 0.037031 
0.007016 0.031832 
0.007061 0.092715 
0.007106 0.196197 
0.007152 0.307542 
0.007197 0.402408 
0.007242 0.478019 
0.007287 0.541799 
0.007333 0.591427 
0.007378 0.608738 
0.007423 0.572264 
0.007468 0.475463 
0.007514 0.336747 
0.007559 0.195694 
0.007604 0.097419 
0.007649 0.073420 
0.007695 0.129199 
0.007740 0.245675 
0.007785 0.398796 
0.007830 0.593474 
0.007876 0.883122 
0.007921 1.333235 
0.007966 1.932757 
0.008012 2.530505 
0.008057 2.879086 
0.008102 2.775928 
0.008147 2.206628 
0.008193 1.438521 
0.008238 1.086185 
0.008283 2.100857 
0.008328 5.541105 
0.008374 12.084003 
0.008419 21.452133 
0.008464 32.108772 
0.008509 41.590691 
0.008555 47.440571 
0.008600 48.151836 
0.008645 43.593452 
0.008690 34.891983 
0.008736 24.035515 
0.008781 13.399166 
0.008826 5.189982 
0.008871 0.776424 
0.008917 0.154316 
0.008962 2.005067 
0.009007 4.445291 
0.009053 5.953405 
0.009098 5.878053 
0.009143 4.434232 
0.009188 2.425616 
0.009234 0.827989 
0.009279 0.292438 
0.009324 0.796725 
0.009369 1.737373 
0.009415 2.412767 
0.009460 2.459348 
0.009505 1.944424 
0.009550 1.226288 
0.009596 0.758424 
0.009641 0.854531 
0.009686 1.459794 
0.009731 2.134391 
0.009777 2.366298 
0.009822 1.959749 
0.009867 1.139361 
0.009913 0.356368 
0.009958 0.020897 
0.010003 0.294880 
0.010048 0.985063 
0.010094 1.613938 
0.010139 1.721495 
0.010184 1.217443 
0.010229 0.462498 
0.010275 0.012825 
0.010320 0.255413 
0.010365 1.148154 
0.010410 2.177932 
0.010456 2.627664 
0.010501 2.104897 
0.010546 0.962488 
0.010591 0.198170 
0.010637 0.890541 
0.010682 3.562032 
0.010727 7.719402 
0.010773 11.708594 
0.010818 13.192433 
0.010863 10.578708 
0.010908 4.873257 
0.010954 0.297563 
0.010999 2.814334 
0.011044 17.816238 
0.011089 48.329224 
0.011135 93.758934 
0.011180 148.937866 
0.011225 203.845306 
0.011270 245.122147 
0.011316 260.436493 
0.011361 244.299057 
0.011406 201.166473 
0.011451 143.331253 
0.011497 85.516640 
0.011542 39.624893 
0.011587 11.653093 
0.011633 1.255615 
0.011678 3.426297 
0.011723 11.193651 
0.011768 18.216721 
0.011814 20.575251 
0.011859 17.508581 
0.011904 11.039496 
0.011949 4.520347 
0.011995 0.689976 
0.012040 0.380652 
0.012085 2.564012 
0.012130 5.342919 
0.012176 7.034294 
0.012221 6.849535 
0.012266 5.088535 
0.012311 2.824232 
0.012357 1.165246 
0.012402 0.561574 
0.012447 0.683567 
0.012493 0.876583 
0.012538 0.725827 
0.012583 0.322318 
0.012628 0.147515 
0.012674 0.716648 
0.012719 2.181932 
0.012764 4.130358 
0.012809 5.749526 
0.012855 6.275594 
0.012900 5.427489 
0.012945 3.590941 
0.012990 1.678902 
0.013036 0.692489 
0.013081 1.133866 
0.013126 2.635221 
0.013171 4.159168 
0.013217 4.676899 
0.013262 3.822867 
0.013307 2.130994 
0.013353 0.781624 
0.013398 0.962170 
0.013443 3.083140 
0.013488 6.320225 
0.013534 8.943218 
0.013579 9.342580 
0.013624 7.099571 
0.013669 3.527203 
0.013715 1.518635 
0.013760 4.699806 
0.013805 15.948706 
0.013850 35.742905 
0.013896 61.307606 
0.013941 87.313217 
0.013986 107.773331 
0.014031 117.993584 
0.014077 115.750969 
0.014122 101.685966 
0.014167 79.172844 
0.014212 53.571354 
0.014258 30.607969 
0.014303 14.343025 
0.014348 5.905943 
0.014394 3.725349 
0.014439 4.864669 
0.014484 6.530195 
0.014529 7.030282 
0.014575 5.986567 
0.014620 4.007404 
0.014665 2.117788 
0.014710 1.169386 
0.014756 1.427928 
0.014801 2.499678 
0.014846 3.623381 
0.014891 4.137018 
0.014937 3.803722 
0.014982 2.828234 
0.015027 1.657114 
0.015072 0.741726 
0.015118 0.360196 
0.015163 0.523772 
0.015208 0.998584 
0.015254 1.458899 
0.015299 1.677651 
0.015344 1.606063 
0.015389 1.323400 
0.015435 0.958442 
0.015480 0.640628 
0.015525 0.461356 
0.015570 0.438776 
0.015616 0.519590 
0.015661 0.629509 
0.015706 0.725096 
0.015751 0.796744 
0.015797 0.838763 
0.015842 0.836409 
0.015887 0.781702 
0.015932 0.689884 
0.015978 0.595527 
0.016023 0.533733 
0.016068 0.521689 
0.016114 0.551118 
0.016159 0.593417 
0.016204 0.612535 
0.016249 0.580953 
0.016295 0.496319 
0.016340 0.391655 
0.016385 0.323924 
0.016430 0.337116 
0.016476 0.429856 
0.016521 0.559291 
0.016566 0.673058 
0.016611 0.744612 
0.016657 0.796099 
0.016702 0.893763 
0.016747 1.106118 
0.016792 1.440647 
0.016838 1.810948 
0.016883 2.077208 
0.016928 2.126647 
0.016974 1.925316 
0.017019 1.519603 
0.017064 1.009527 
0.017109 0.519357 
0.017155 0.166783 
0.017200 0.020475 
0.017245 0.066558 
0.017290 0.219183 
0.017336 0.369914 
0.017381 0.440064 
0.017426 0.408846 
0.017471 0.308630 
0.017517 0.197710 
0.017562 0.130740 
0.017607 0.140819 
0.017652 0.234316 
0.017698 0.391435 
0.017743 0.572485 
0.017788 0.735157 
0.017834 0.851912 
0.017879 0.912474 
0.017924 0.922370 
0.017969 0.912315 
0.018015 0.943148 
0.018060 1.086004 
0.018105 1.387199 
