   627.92107  15.569   0.005 
   628.93039  15.572   0.005 
   629.87422  15.583   0.007 
   632.93071  15.539   0.005 
   633.93518  15.528   0.005 
   635.93030  15.518   0.005 
   643.89907  15.515   0.005 
   645.90257  15.516   0.005 
   649.87188  15.568   0.007 
   656.91765  15.508   0.005 
   657.85886  15.534   0.005 
   664.82185  15.558   0.005 
   664.91038  15.584   0.005 
   665.89738  15.562   0.005 
   666.90791  15.530   0.005 
   667.91874  15.509   0.005 
   668.88929  15.526   0.005 
   670.85494  15.553   0.005 
   671.87750  15.577   0.005 
   672.93103  15.575   0.005 
   673.73327  15.566   0.005 
   684.81005  15.572   0.005 
   685.74859  15.561   0.005 
   686.79099  15.537   0.005 
   688.89583  15.503   0.005 
   689.78585  15.526   0.005 
   697.75183  15.529   0.005 
   698.89788  15.527   0.005 
   699.75434  15.514   0.005 
   700.76297  15.525   0.005 
   701.73541  15.553   0.005 
   704.70771  15.577   0.005 
   706.73143  15.559   0.007 
   707.76745  15.539   0.005 
   708.73494  15.531   0.007 
   712.73533  15.535   0.005 
   713.77301  15.540   0.005 
   714.78844  15.573   0.005 
   716.72206  15.563   0.005 
   720.69761  15.507   0.005 
   722.66288  15.542   0.005 
   726.75501  15.578   0.005 
   728.65379  15.558   0.005 
   729.72070  15.562   0.005 
   730.64483  15.518   0.005 
   733.70683  15.535   0.007 
   739.77179  15.572   0.005 
   741.69834  15.526   0.005 
   742.78877  15.508   0.005 
   744.74061  15.526   0.005 
   745.69190  15.560   0.005 
   747.63080  15.579   0.005 
   748.59234  15.585   0.005 
   749.60003  15.580   0.007 
   750.59462  15.557   0.005 
   751.60174  15.534   0.005 
   752.80430  15.536   0.005 
   753.74487  15.518   0.005 
   754.71147  15.513   0.005 
   755.60054  15.548   0.007 
   759.60654  15.572   0.005 
   760.61294  15.562   0.005 
   761.60992  15.552   0.005 
   762.60049  15.529   0.005 
   762.73505  15.549   0.007 
   763.61948  15.522   0.005 
   763.70007  15.526   0.005 
   763.78874  15.560   0.008 
   764.70670  15.522   0.007 
   765.65081  15.522   0.005 
   766.54700  15.555   0.008 
   766.68764  15.529   0.007 
   767.59608  15.548   0.007 
   767.65482  15.541   0.007 
   767.74945  15.538   0.007 
   769.57905  15.563   0.005 
   770.56680  15.567   0.005 
   771.58137  15.556   0.007 
   772.58009  15.538   0.005 
   772.76130  15.561   0.005 
   773.64193  15.545   0.005 
   775.62427  15.513   0.005 
   776.61354  15.541   0.005 
   776.76612  15.528   0.005 
   777.55819  15.537   0.007 
   778.59601  15.559   0.007 
   778.68694  15.565   0.007 
   779.57635  15.564   0.005 
   779.73113  15.557   0.005 
   780.58036  15.568   0.007 
   780.74932  15.562   0.005 
   781.63103  15.578   0.005 
   782.56562  15.562   0.007 
   782.66523  15.592   0.007 
   783.61138  15.562   0.005 
   784.65686  15.562   0.005 
   785.55325  15.513   0.005 
   786.55947  15.511   0.005 
   787.64116  15.522   0.005 
   788.56940  15.547   0.005 
   790.60896  15.578   0.005 
   795.59686  15.553   0.005 
   796.58407  15.536   0.007 
   796.71147  15.560   0.007 
   797.56495  15.514   0.005 
   798.63439  15.503   0.005 
   800.56953  15.565   0.005 
   802.66116  15.576   0.007 
   806.56726  15.544   0.005 
   808.58551  15.524   0.005 
   816.66179  15.563   0.005 
   817.65708  15.542   0.005 
   819.63620  15.525   0.005 
   822.62259  15.544   0.005 
   824.64257  15.570   0.007 
   825.63030  15.580   0.005 
   828.67563  15.552   0.005 
   829.64228  15.535   0.005 
   830.55977  15.528   0.007 
   832.64908  15.536   0.005 
   834.55134  15.574   0.005 
   836.61678  15.574   0.007 
   838.63562  15.577   0.005 
   840.62854  15.539   0.005 
   842.63996  15.525   0.005 
   843.63080  15.528   0.005 
   845.62165  15.570   0.005 
   850.60364  15.568   0.005 
   855.60839  15.556   0.007 
   856.57316  15.558   0.007 
   858.54109  15.586   0.007 
   860.54283  15.575   0.007 
   867.53900  15.567   0.007 
   874.53775  15.514   0.005 
   963.92120  15.571   0.005 
   986.90759  15.542   0.005 
   987.91982  15.532   0.005 
   996.90644  15.565   0.005 
   998.83880  15.528   0.005 
  1003.84082  15.585   0.007 
  1005.86510  15.578   0.005 
  1008.89804  15.576   0.007 
  1020.86131  15.527   0.005 
  1025.84694  15.590   0.007 
  1035.81466  15.556   0.005 
  1037.84178  15.584   0.005 
  1038.85993  15.584   0.007 
  1041.84810  15.543   0.005 
  1045.81247  15.536   0.005 
  1049.84138  15.563   0.005 
  1053.73266  15.511   0.005 
  1058.80074  15.560   0.007 
  1059.84635  15.582   0.005 
  1061.83279  15.593   0.005 
  1064.78928  15.516   0.005 
  1069.70268  15.591   0.005 
  1074.68385  15.518   0.005 
  1077.67831  15.547   0.005 
  1079.68038  15.578   0.005 
  1081.72756  15.586   0.005 
  1084.66652  15.546   0.005 
  1087.68598  15.537   0.005 
  1090.65395  15.581   0.005 
  1092.71801  15.575   0.005 
