2455346.92112 15.449 0.003
2455353.93132 15.448 0.003
2455362.93963 15.441 0.003
2455365.92238 15.442 0.003
2455376.92693 15.452 0.003
2455378.92811 15.439 0.003
2455380.90150 15.444 0.003
2455381.91038 15.459 0.003
2455384.93147 15.455 0.004
2455385.92333 15.442 0.003
2455386.89369 15.444 0.003
2455387.90534 15.447 0.003
2455389.87659 15.443 0.003
2455390.87906 15.446 0.003
2455391.93114 15.439 0.003
2455393.89246 15.451 0.004
2455395.87838 15.463 0.003
2455399.81719 15.440 0.003
2455400.87168 15.435 0.003
2455401.86129 15.460 0.004
2455403.85792 15.441 0.003
2455404.83949 15.440 0.003
2455405.84511 15.430 0.003
2455407.87860 15.454 0.003
2455408.83578 15.433 0.003
2455409.83729 15.437 0.003
2455410.83884 15.437 0.003
2455411.82602 15.443 0.003
2455412.81996 15.437 0.003
2455414.81944 15.436 0.003
2455421.79484 15.437 0.003
2455422.88560 15.446 0.003
2455425.87034 15.448 0.003
2455426.83649 15.438 0.003
2455427.87205 15.436 0.003
2455428.77533 15.447 0.003
2455430.75661 15.446 0.003
2455432.81173 15.457 0.004
2455433.80511 15.443 0.003
2455434.77586 15.437 0.003
2455435.77242 15.441 0.003
2455436.78179 15.433 0.003
2455437.82412 15.439 0.003
2455438.75915 15.436 0.003
2455439.73847 15.445 0.003
2455443.73863 15.444 0.003
2455444.74710 15.442 0.003
2455445.76454 15.449 0.003
2455447.75223 15.439 0.003
2455448.71584 15.444 0.003
2455449.71072 15.442 0.003
2455450.75522 15.446 0.003
2455451.68777 15.441 0.003
2455453.78271 15.435 0.003
2455454.73275 15.432 0.003
2455457.68420 15.434 0.003
2455458.71945 15.441 0.003
2455459.71932 15.425 0.003
2455462.67283 15.445 0.003
2455463.73395 15.443 0.003
2455464.76581 15.466 0.003
2455465.77324 15.464 0.003
2455467.69373 15.438 0.003
2455468.67360 15.442 0.003
2455469.71781 15.423 0.003
2455470.66816 15.438 0.003
2455471.66585 15.434 0.003
2455472.67353 15.432 0.003
2455473.69552 15.443 0.003
2455475.78922 15.428 0.003
2455476.69043 15.443 0.003
2455477.65644 15.435 0.003
2455478.61626 15.436 0.003
2455479.78757 15.442 0.003
2455480.62615 15.433 0.003
2455481.60297 15.434 0.003
2455482.61786 15.462 0.003
2455483.59368 15.442 0.003
2455484.61899 15.436 0.003
2455485.58969 15.441 0.003
2455487.63698 15.447 0.003
2455488.58302 15.430 0.003
2455489.60484 15.437 0.003
2455490.60186 15.445 0.003
2455491.58362 15.442 0.003
2455492.59478 15.441 0.003
2455493.56497 15.448 0.004
2455494.60579 15.437 0.003
2455495.59550 15.441 0.003
2455497.57494 15.440 0.003
2455498.58287 15.456 0.003
2455499.59337 15.435 0.003
2455502.59381 15.425 0.003
2455503.56435 15.449 0.003
2455504.57480 15.446 0.003
2455505.57602 15.446 0.003
2455506.57802 15.434 0.003
2455507.56260 15.437 0.003
2455508.54529 15.446 0.003
2455509.53849 15.442 0.003
2455510.58157 15.443 0.003
2455511.56738 15.452 0.003
2455512.55510 15.440 0.003
2455513.55559 15.454 0.003
2455514.61607 15.437 0.003
2455515.55768 15.458 0.004
2455516.54683 15.436 0.003
2455517.54364 15.446 0.003
2455518.55531 15.459 0.003
2455519.55276 15.442 0.003
2455521.55741 15.465 0.003
2455522.56463 15.432 0.003
2455523.58879 15.436 0.003
2455525.52899 15.444 0.003
2455526.55814 15.443 0.003
2455527.56078 15.438 0.003
2455529.52940 15.443 0.003
2455530.57299 15.436 0.003
2455533.53699 15.429 0.003
2455534.57726 15.444 0.003
2455535.58055 15.448 0.003
2455539.56467 15.441 0.003
2455540.56991 15.440 0.003
2455542.53999 15.443 0.003
2455546.53959 15.443 0.003
2455547.57803 15.438 0.003
2455550.58845 15.458 0.004
2455551.58170 15.439 0.003
2455554.57587 15.461 0.003
2455556.58525 15.435 0.003
2455558.56494 15.448 0.003
2455561.55188 15.448 0.003
2455563.55711 15.442 0.003
2455567.56045 15.439 0.003
2455570.61792 15.452 0.003
2455573.54832 15.457 0.003
2455578.54784 15.444 0.003
2455581.55078 15.455 0.003
2455583.54652 15.438 0.003
2455592.54023 15.438 0.003
2455699.87963 15.450 0.003
2455700.93103 15.461 0.004
2455724.85921 15.441 0.003
2455725.90398 15.444 0.003
2455727.94337 15.453 0.004
2455729.91571 15.467 0.004
2455734.94037 15.436 0.003
2455737.91760 15.441 0.003
2455740.90720 15.443 0.003
2455740.93708 15.455 0.003
2455743.89599 15.444 0.003
2455744.91833 15.438 0.003
2455746.88726 15.443 0.003
2455753.94395 15.466 0.003
2455765.83397 15.442 0.003
2455766.84805 15.436 0.003
2455767.88064 15.454 0.003
2455768.87894 15.437 0.003
2455770.87982 15.438 0.003
2455776.87509 15.457 0.003
2455777.90552 15.444 0.003
2455782.86752 15.442 0.003
2455783.68363 15.464 0.003
2455785.74884 15.446 0.003
2455786.79653 15.441 0.003
2455787.79178 15.440 0.003
2455788.80767 15.460 0.003
2455790.91010 15.433 0.003
2455793.82047 15.439 0.003
2455794.81250 15.440 0.003
2455795.82726 15.439 0.003
2455796.76134 15.447 0.003
2455798.83432 15.440 0.003
2455801.77482 15.450 0.003
2455802.76312 15.455 0.003
2455803.74849 15.446 0.003
2455804.82674 15.437 0.003
2455805.75727 15.437 0.003
2455806.76743 15.448 0.003
2455807.77942 15.441 0.003
2455809.75628 15.436 0.003
2455810.67435 15.442 0.003
2455811.65805 15.440 0.003
2455812.72296 15.445 0.003
2455813.72985 15.425 0.003
2455814.72979 15.447 0.003
2455815.77625 15.433 0.003
2455816.70701 15.435 0.003
2455817.72273 15.441 0.003
2455818.67539 15.441 0.003
2455819.72162 15.437 0.003
2455820.72219 15.438 0.003
2455822.70233 15.447 0.003
2455823.67648 15.439 0.003
2455824.70161 15.457 0.003
2455825.76426 15.444 0.003
2455826.68149 15.439 0.003
2455827.69636 15.439 0.003
2455828.69741 15.447 0.003
2455829.67814 15.428 0.003
2455830.67357 15.442 0.003
2455831.68615 15.431 0.003
2455832.64496 15.440 0.003
2455833.68176 15.444 0.003
2455835.65076 15.444 0.003
2455836.64405 15.435 0.003
2455837.63563 15.443 0.003
2455839.65281 15.435 0.003
2455840.69168 15.437 0.003
2455841.68992 15.437 0.003
2455842.71863 15.436 0.003
2455843.71281 15.427 0.003
2455844.67212 15.463 0.003
2455845.71164 15.450 0.004
2455846.66062 15.432 0.003
2455850.66294 15.431 0.003
2455851.67525 15.436 0.003
2455852.61308 15.447 0.003
2455853.69356 15.441 0.003
2455854.63316 15.446 0.003
2455855.73538 15.436 0.003
2455856.61480 15.440 0.003
2455857.60712 15.454 0.003
2455858.62601 15.454 0.003
2455860.61418 15.434 0.003
2455861.61128 15.439 0.003
2455862.59676 15.418 0.003
2455863.63565 15.442 0.003
2455864.55222 15.448 0.003
2455865.60560 15.439 0.003
2455866.58458 15.437 0.003
2455867.57306 15.431 0.003
2455868.61446 15.419 0.003
2455870.61583 15.446 0.003
2455871.55222 15.433 0.003
2455872.63136 15.443 0.003
2455873.58558 15.435 0.003
2455874.64503 15.455 0.003
2455875.63343 15.426 0.003
2455878.60180 15.469 0.004
2455881.60338 15.461 0.003
2455882.66750 15.438 0.003
2455885.65883 15.449 0.003
2455888.65592 15.444 0.003
2455889.60507 15.445 0.003
2455890.63256 15.435 0.003
2455891.59383 15.451 0.003
2455893.56012 15.445 0.003
2455894.56075 15.450 0.003
2455895.53237 15.442 0.003
2455896.56099 15.445 0.003
2455897.57039 15.442 0.003
2455898.56804 15.455 0.003
2455899.56697 15.439 0.003
2455900.56933 15.445 0.003
2455901.54337 15.458 0.003
2455902.56933 15.454 0.003
2455903.60444 15.444 0.003
2455904.58504 15.442 0.003
2455905.53846 15.450 0.003
2455906.56951 15.452 0.003
2455907.58121 15.455 0.003
2455909.56502 15.415 0.003
