2455346.91893 14.475 0.003 5.77 1091.0
2455353.92913 14.468 0.003 3.90 693.0
2455362.93745 14.470 0.003 5.72 665.0
2455365.92021 14.466 0.003 5.93 609.0
2455376.92478 14.476 0.003 5.21 874.0
2455378.92596 14.478 0.003 4.84 522.0
2455380.89935 14.482 0.003 6.66 494.0
2455381.90824 14.476 0.003 6.28 714.0
2455382.93076 14.487 0.003 7.74 586.0
2455384.92933 14.480 0.003 6.98 580.0
2455385.92120 14.479 0.003 4.26 291.0
2455386.89157 14.480 0.003 3.82 324.0
2455387.90322 14.479 0.003 4.39 379.0
2455389.87445 14.485 0.003 4.81 334.0
2455390.87695 14.483 0.003 5.80 240.0
2455391.92902 14.475 0.003 4.40 279.0
2455393.89033 14.478 0.003 7.44 367.0
2455395.87629 14.470 0.003 7.37 477.0
2455399.81508 14.477 0.003 4.99 506.0
2455400.86958 14.471 0.003 4.80 678.0
2455401.85919 14.469 0.003 6.99 749.0
2455403.85583 14.476 0.003 4.51 901.0
2455404.83741 14.472 0.003 4.52 693.0
2455405.84303 14.474 0.003 4.01 549.0
2455407.87652 14.478 0.003 5.92 487.0
2455408.83370 14.474 0.003 4.78 581.0
2455409.83519 14.471 0.003 4.10 358.0
2455410.83676 14.470 0.003 4.74 439.0
2455411.82396 14.468 0.003 6.01 423.0
2455412.81790 14.470 0.003 6.14 366.0
2455414.81739 14.462 0.003 3.92 221.0
2455421.79276 14.473 0.003 5.36 277.0
2455422.88356 14.460 0.003 4.42 398.0
2455425.86830 14.465 0.003 6.03 264.0
2455426.83445 14.463 0.003 4.24 305.0
2455427.87000 14.471 0.003 3.50 501.0
2455428.77329 14.467 0.003 4.97 464.0
2455430.75457 14.466 0.003 5.73 622.0
2455432.80970 14.462 0.003 7.06 821.0
2455433.80308 14.459 0.003 4.86 737.0
2455434.77383 14.463 0.003 3.86 560.0
2455435.77040 14.463 0.003 4.11 489.0
2455436.77976 14.466 0.003 3.57 388.0
2455437.82210 14.459 0.003 3.63 458.0
2455438.75713 14.462 0.003 4.32 341.0
2455439.73646 14.458 0.003 5.51 382.0
2455443.73661 14.466 0.003 5.56 273.0
2455444.74508 14.463 0.003 6.67 345.0
2455445.76253 14.463 0.003 4.01 328.0
2455447.75022 14.460 0.003 4.90 354.0
2455448.71385 14.469 0.003 4.56 263.0
2455449.70872 14.462 0.003 5.14 246.0
2455450.75320 14.460 0.003 5.12 300.0
2455451.68578 14.464 0.003 4.29 321.0
2455453.78071 14.464 0.003 3.71 393.0
2455454.73075 14.460 0.003 4.14 417.0
2455455.77167 14.467 0.003 3.90 344.0
2455457.68221 14.468 0.003 4.00 382.0
2455458.71744 14.469 0.003 4.03 479.0
2455459.71732 14.467 0.003 3.76 560.0
2455462.67081 14.456 0.003 5.66 693.0
2455463.73196 14.463 0.003 5.10 651.0
2455464.76383 14.458 0.003 6.10 507.0
2455465.77126 14.451 0.003 6.49 537.0
2455467.69175 14.457 0.003 4.26 402.0
2455468.67162 14.458 0.003 6.48 324.0
2455469.71585 14.463 0.003 4.41 390.0
2455470.66618 14.467 0.003 4.66 281.0
2455471.66389 14.468 0.003 5.61 269.0
2455472.67155 14.470 0.003 5.77 334.0
2455473.69354 14.464 0.003 4.84 240.0
2455475.78724 14.469 0.003 4.47 340.0
2455476.68845 14.464 0.003 4.13 383.0
2455477.65445 14.469 0.003 3.67 331.0
2455478.61430 14.469 0.003 4.53 341.0
2455479.78561 14.465 0.003 4.98 277.0
2455480.62418 14.473 0.003 5.98 385.0
2455481.60100 14.469 0.003 6.73 380.0
2455482.61589 14.465 0.003 7.39 423.0
2455483.59171 14.462 0.003 5.73 427.0
2455484.61702 14.466 0.003 5.68 544.0
2455485.58773 14.475 0.003 5.97 517.0
2455487.63500 14.468 0.003 3.76 432.0
2455488.58106 14.469 0.003 4.17 705.0
2455489.60286 14.462 0.003 4.55 628.0
2455490.59989 14.464 0.003 4.83 677.0
2455491.58166 14.467 0.003 5.73 945.0
2455492.59282 14.466 0.003 4.87 732.0
2455493.56301 14.464 0.003 6.77 727.0
2455494.60382 14.470 0.003 5.04 662.0
2455495.59355 14.476 0.003 4.89 484.0
