2455347.92940 15.406 0.003 4.48 1198.0
2455359.91627 15.421 0.003 5.79 511.0
2455364.93226 15.396 0.003 6.24 240.0
2455377.87584 15.401 0.003 5.68 590.0
2455379.88427 15.413 0.003 4.80 482.0
2455380.92878 15.399 0.003 6.61 381.0
2455381.93787 15.412 0.004 7.26 654.0
2455384.90367 15.398 0.003 6.33 519.0
2455385.95062 15.404 0.003 4.12 2165.0
2455387.87729 15.412 0.003 4.38 285.0
2455388.89362 15.402 0.003 5.51 222.0
2455389.90401 15.412 0.003 5.72 275.0
2455390.90663 15.409 0.003 5.79 262.0
2455392.88917 15.401 0.003 6.79 310.0
2455393.91976 15.419 0.003 7.40 378.0
2455395.90584 15.418 0.003 6.95 397.0
2455399.84456 15.418 0.003 4.82 398.0
2455400.89936 15.390 0.003 4.49 512.0
2455401.88864 15.411 0.004 2.08 601.0
2455403.88517 15.407 0.003 4.20 710.0
2455404.86697 15.390 0.003 4.32 597.0
2455405.87278 15.409 0.003 4.23 452.0
2455407.90608 15.411 0.004 7.43 410.0
2455408.89569 15.395 0.003 5.25 360.0
2455409.86472 15.416 0.003 5.57 272.0
2455410.86620 15.392 0.003 4.80 356.0
2455412.84744 15.387 0.003 5.77 343.0
2455414.84689 15.388 0.003 4.27 193.0
2455421.82254 15.414 0.003 5.42 206.0
2455425.91278 15.411 0.003 7.08 245.0
2455426.86727 15.398 0.003 4.87 238.0
2455427.90018 15.378 0.003 3.55 413.0
2455428.80295 15.398 0.003 4.86 405.0
2455430.78415 15.396 0.003 5.34 530.0
2455432.85600 15.405 0.003 5.57 721.0
2455433.83254 15.402 0.003 5.18 615.0
2455434.80333 15.406 0.003 4.30 509.0
2455435.79979 15.394 0.003 3.88 402.0
2455436.80924 15.399 0.003 3.87 367.0
2455437.85146 15.365 0.003 3.27 397.0
2455438.78659 15.395 0.003 4.29 296.0
2455439.77382 15.400 0.003 5.98 419.0
2455443.76604 15.400 0.003 5.13 192.0
2455444.77451 15.397 0.003 5.23 312.0
2455445.73251 15.379 0.003 4.27 251.0
2455447.71890 15.394 0.003 2.58 262.0
2455448.77625 15.394 0.003 4.72 253.0
2455449.67889 15.404 0.003 5.99 241.0
2455450.72332 15.393 0.003 6.39 272.0
2455451.71513 15.394 0.003 4.73 254.0
2455453.74336 15.394 0.003 4.04 268.0
2455454.76180 15.389 0.003 4.17 357.0
2455455.72765 15.399 0.003 4.12 340.0
2455456.79453 15.403 0.003 4.03 273.0
2455457.65136 15.396 0.003 4.04 341.0
2455458.68761 15.398 0.003 4.69 432.0
2455459.68637 15.396 0.003 4.13 506.0
2455462.70075 15.368 0.003 5.38 592.0
2455463.70127 15.397 0.003 4.88 555.0
2455464.70435 15.382 0.003 5.11 407.0
2455465.80165 15.400 0.003 7.31 510.0
2455467.73875 15.388 0.003 4.19 362.0
2455468.64175 15.387 0.003 5.79 241.0
2455469.74531 15.387 0.003 4.06 430.0
2455470.71085 15.386 0.003 4.15 245.0
2455471.69387 15.400 0.003 4.97 225.0
2455472.70112 15.386 0.003 6.08 268.0
2455473.63619 15.406 0.003 5.08 238.0
2455475.82881 15.392 0.003 4.77 295.0
2455476.71930 15.378 0.003 4.28 337.0
2455477.68742 15.398 0.003 4.33 238.0
2455478.64624 15.385 0.003 4.91 278.0
2455480.65342 15.388 0.003 5.53 305.0
2455481.63024 15.412 0.003 6.09 290.0
2455482.64546 15.378 0.003 7.36 336.0
2455483.62099 15.406 0.003 2.88 365.0
2455484.64792 15.392 0.003 5.55 457.0
2455485.64788 15.397 0.003 6.60 330.0
2455486.61089 15.387 0.003 4.87 515.0
2455488.61051 15.374 0.003 4.07 656.0
2455489.63306 15.395 0.003 4.71 543.0
2455490.63001 15.388 0.003 4.39 642.0
2455491.61145 15.399 0.003 5.53 789.0
2455492.62966 15.390 0.003 4.74 680.0
2455493.61958 15.398 0.003 5.28 580.0
2455494.57385 15.387 0.003 4.93 702.0
2455496.62881 15.392 0.004 7.03 512.0
