2.455346931799999904e+06,1.644600000000000151e+01,7.000000000000000146e-03
2.455347912570000160e+06,1.641400000000000148e+01,7.000000000000000146e-03
2.455358903239999898e+06,1.635800000000000054e+01,7.000000000000000146e-03
2.455364915459999815e+06,1.637800000000000011e+01,6.000000000000000125e-03
2.455376937460000161e+06,1.637500000000000000e+01,6.000000000000000125e-03
2.455378938879999798e+06,1.636400000000000077e+01,5.000000000000000104e-03
2.455380912060000002e+06,1.635900000000000176e+01,6.000000000000000125e-03
2.455381921169999987e+06,1.631599999999999895e+01,5.000000000000000104e-03
2.455384886940000113e+06,1.639199999999999946e+01,6.000000000000000125e-03
2.455385933900000062e+06,1.632999999999999829e+01,4.000000000000000083e-03
2.455387860590000171e+06,1.634900000000000020e+01,4.000000000000000083e-03
2.455388876900000032e+06,1.631899999999999906e+01,5.000000000000000104e-03
2.455389887320000213e+06,1.634700000000000131e+01,5.000000000000000104e-03
2.455390889919999987e+06,1.634799999999999898e+01,5.000000000000000104e-03
2.455392872450000141e+06,1.634600000000000009e+01,6.000000000000000125e-03
2.455393903059999924e+06,1.638599999999999923e+01,7.000000000000000146e-03
2.455395889150000177e+06,1.638899999999999935e+01,7.000000000000000146e-03
2.455399827920000069e+06,1.637999999999999901e+01,5.000000000000000104e-03
2.455400882730000187e+06,1.638899999999999935e+01,5.000000000000000104e-03
2.455401871989999898e+06,1.638200000000000145e+01,6.000000000000000125e-03
2.455403868520000018e+06,1.634499999999999886e+01,5.000000000000000104e-03
2.455404850300000049e+06,1.638100000000000023e+01,5.000000000000000104e-03
2.455405856149999890e+06,1.635500000000000043e+01,5.000000000000000104e-03
2.455407889380000066e+06,1.636599999999999966e+01,6.000000000000000125e-03
2.455408874619999900e+06,1.642000000000000171e+01,6.000000000000000125e-03
2.455409848040000070e+06,1.641700000000000159e+01,5.000000000000000104e-03
2.455410849549999926e+06,1.636799999999999855e+01,5.000000000000000104e-03
2.455411836840000004e+06,1.639399999999999835e+01,5.000000000000000104e-03
2.455412830750000197e+06,1.639799999999999969e+01,5.000000000000000104e-03
2.455414829870000016e+06,1.639099999999999824e+01,3.000000000000000062e-03
2.455421805339999963e+06,1.640299999999999869e+01,5.000000000000000104e-03
2.455422896089999937e+06,1.638200000000000145e+01,5.000000000000000104e-03
2.455425880830000155e+06,1.637699999999999889e+01,5.000000000000000104e-03
2.455426846979999915e+06,1.634299999999999997e+01,5.000000000000000104e-03
2.455427882530000061e+06,1.632999999999999829e+01,4.000000000000000083e-03
2.455428785809999797e+06,1.629799999999999827e+01,5.000000000000000104e-03
2.455430767099999823e+06,1.623799999999999955e+01,5.000000000000000104e-03
2.455432838969999924e+06,1.621300000000000097e+01,6.000000000000000125e-03
2.455433815630000085e+06,1.623300000000000054e+01,5.000000000000000104e-03
2.455434786439999938e+06,1.626899999999999835e+01,5.000000000000000104e-03
2.455435782939999830e+06,1.627100000000000080e+01,5.000000000000000104e-03
2.455436792340000160e+06,1.629899999999999949e+01,4.000000000000000083e-03
2.455437834640000015e+06,1.627499999999999858e+01,4.000000000000000083e-03
2.455438769689999986e+06,1.628000000000000114e+01,4.000000000000000083e-03
2.455439749030000065e+06,1.632700000000000173e+01,5.000000000000000104e-03
2.455443749199999962e+06,1.633299999999999841e+01,5.000000000000000104e-03
2.455444757720000111e+06,1.632000000000000028e+01,5.000000000000000104e-03
2.455445775150000118e+06,1.629599999999999937e+01,4.000000000000000083e-03
2.455447762860000134e+06,1.629299999999999926e+01,4.000000000000000083e-03
2.455448726400000043e+06,1.629200000000000159e+01,4.000000000000000083e-03
2.455449721380000003e+06,1.625400000000000134e+01,4.000000000000000083e-03
2.455450765800000168e+06,1.622200000000000131e+01,4.000000000000000083e-03
2.455451698379999958e+06,1.625100000000000122e+01,4.000000000000000083e-03
2.455453793289999943e+06,1.625300000000000011e+01,4.000000000000000083e-03
2.455454743420000188e+06,1.623199999999999932e+01,4.000000000000000083e-03
2.455457694829999935e+06,1.625100000000000122e+01,4.000000000000000083e-03
2.455458730169999879e+06,1.625499999999999901e+01,5.000000000000000104e-03
2.455459730039999820e+06,1.626999999999999957e+01,4.000000000000000083e-03
