2.455261659390000161e+06,1.531700000000000017e+01,4.000000000000000083e-03
2.455262653409999795e+06,1.532699999999999996e+01,4.000000000000000083e-03
2.455264622500000056e+06,1.532300000000000040e+01,4.000000000000000083e-03
2.455265621989999898e+06,1.532000000000000028e+01,4.000000000000000083e-03
2.455266615950000007e+06,1.532600000000000051e+01,4.000000000000000083e-03
2.455267627720000222e+06,1.531700000000000017e+01,4.000000000000000083e-03
2.455268610129999928e+06,1.531099999999999994e+01,4.000000000000000083e-03
2.455269579520000145e+06,1.531600000000000072e+01,4.000000000000000083e-03
2.455270581739999820e+06,1.531199999999999939e+01,4.000000000000000083e-03
2.455271589029999916e+06,1.531300000000000061e+01,4.000000000000000083e-03
2.455273577329999767e+06,1.531400000000000006e+01,4.000000000000000083e-03
2.455274608579999767e+06,1.531499999999999950e+01,4.000000000000000083e-03
2.455276587950000074e+06,1.531499999999999950e+01,4.000000000000000083e-03
2.455279576129999943e+06,1.531099999999999994e+01,4.000000000000000083e-03
2.455281566300000064e+06,1.531499999999999950e+01,4.000000000000000083e-03
2.455282570890000090e+06,1.531400000000000006e+01,4.000000000000000083e-03
2.455285560940000229e+06,1.530199999999999960e+01,4.000000000000000083e-03
2.455287554510000162e+06,1.531400000000000006e+01,4.000000000000000083e-03
2.455289548039999790e+06,1.531000000000000050e+01,4.000000000000000083e-03
2.455290490919999778e+06,1.531400000000000006e+01,4.000000000000000083e-03
2.455293486829999834e+06,1.530199999999999960e+01,4.000000000000000083e-03
2.455295515670000110e+06,1.531400000000000006e+01,4.000000000000000083e-03
2.455296590849999804e+06,1.531700000000000017e+01,4.000000000000000083e-03
2.455297538439999800e+06,1.531499999999999950e+01,4.000000000000000083e-03
2.455299521019999869e+06,1.531300000000000061e+01,4.000000000000000083e-03
2.455301544050000142e+06,1.530599999999999916e+01,4.000000000000000083e-03
2.455305541710000020e+06,1.531300000000000061e+01,4.000000000000000083e-03
2.455307478089999873e+06,1.530899999999999928e+01,4.000000000000000083e-03
2.455308548109999858e+06,1.530199999999999960e+01,4.000000000000000083e-03
2.455309568909999914e+06,1.530400000000000027e+01,4.000000000000000083e-03
2.455311535039999988e+06,1.530199999999999960e+01,4.000000000000000083e-03
2.455313517700000200e+06,1.531099999999999994e+01,4.000000000000000083e-03
2.455315498420000076e+06,1.531199999999999939e+01,4.000000000000000083e-03
2.455321484910000116e+06,1.529499999999999993e+01,4.000000000000000083e-03
2.455322495060000103e+06,1.530599999999999916e+01,4.000000000000000083e-03
2.455324499400000088e+06,1.530599999999999916e+01,4.000000000000000083e-03
2.455326506879999768e+06,1.531199999999999939e+01,4.000000000000000083e-03
2.455327496900000144e+06,1.529800000000000004e+01,4.000000000000000083e-03
2.455335487350000069e+06,1.528899999999999970e+01,4.000000000000000083e-03
2.455342487530000042e+06,1.530700000000000038e+01,5.000000000000000104e-03
2.455430929490000010e+06,1.526900000000000013e+01,4.000000000000000083e-03
2.455443865939999931e+06,1.528400000000000070e+01,3.000000000000000062e-03
2.455445887149999849e+06,1.526999999999999957e+01,3.000000000000000062e-03
