 670.90403 15.991 0.007
 684.91494 16.040 0.018
 686.88123 15.990 0.006
 688.83873 16.069 0.010
 697.84351 15.988 0.006
 708.84231 16.040 0.006
 727.80518 15.960 0.006
 746.76071 16.004 0.012
 750.67116 15.962 0.005
 752.61301 16.011 0.009
 765.77593 16.019 0.006
 769.73094 16.003 0.008
 772.69693 16.075 0.012
 776.73227 15.967 0.008
 783.75076 16.014 0.008
 784.72295 16.011 0.013
 788.70455 16.041 0.011
 795.66861 16.042 0.007
 797.65716 16.017 0.007
 799.62788 16.023 0.010
 808.63607 16.046 0.008
 816.63530 15.999 0.011
 821.61956 16.062 0.009
 822.63925 15.981 0.008
 837.58883 16.029 0.012
 857.54065 16.039 0.009
1084.71602 15.938 0.009
1113.73830 15.991 0.008
1492.64796 16.060 0.007
1524.66866 15.993 0.008
3326.58311 16.020 0.006
3339.59055 15.989 0.005
3356.58491 16.044 0.006
3362.62314 16.015 0.006
3366.57763 16.019 0.006
3370.59625 15.975 0.005
3374.60321 15.975 0.006
3379.53940 16.056 0.006
3652.74404 16.057 0.006
3656.66589 16.027 0.006
3663.65678 16.052 0.006
3665.68503 16.019 0.005
3672.71621 16.057 0.005
3683.66691 16.042 0.005
3688.64540 16.003 0.006
3695.65929 16.053 0.005
3704.63267 16.074 0.006
3712.61176 16.028 0.006
3718.57579 15.984 0.006
3728.57993 16.031 0.006
3980.83120 16.045 0.005
4020.76065 16.004 0.005
4027.67580 16.013 0.005
4031.65236 16.038 0.005
4038.59021 16.017 0.005
4042.57919 16.041 0.006
4047.55043 15.967 0.005
4052.57776 16.068 0.005
4059.54981 16.018 0.005
4068.54116 16.036 0.005
4074.59884 16.043 0.006
4082.56396 16.011 0.005
4105.59477 16.025 0.006
4355.69959 15.988 0.007
4367.65054 16.010 0.007
4369.65680 16.028 0.007
4373.68654 16.040 0.006
4382.72377 16.064 0.006
4393.70174 16.049 0.006
4397.63893 16.036 0.006
4406.64378 16.002 0.006
4407.67085 16.031 0.006
4415.64802 16.008 0.005
4418.63317 16.011 0.006
4426.57265 15.995 0.007
4428.63490 15.968 0.007
4435.65470 16.013 0.006
4443.54903 16.000 0.006
4454.54464 15.986 0.006
4708.76137 16.078 0.006
4724.72291 16.043 0.007
4755.71534 16.036 0.007
4759.71385 15.995 0.005
4767.61535 15.965 0.005
4774.57632 16.015 0.005
4780.53864 16.019 0.006
4795.58832 15.983 0.005
