2452086.91788 14.402 0.002 5.55 837.0
2452104.84997 14.423 0.002 5.57 424.0
2452106.90981 14.429 0.002 6.24 643.0
2452113.83026 14.442 0.002 2.68 562.0
2452114.84456 14.437 0.002 7.27 680.0
2452115.90479 14.431 0.002 5.96 666.0
2452116.89092 14.436 0.002 5.75 467.0
2452117.89659 14.434 0.002 5.97 453.0
2452122.82915 14.410 0.002 6.18 1868.0
2452123.83959 14.398 0.002 4.64 1042.0
2452124.85891 14.386 0.002 5.45 3856.0
2452127.91376 14.414 0.003 1.62 1161.0
2452128.84414 14.368 0.002 5.73 1102.0
2452129.87626 14.366 0.002 4.54 1005.0
2452130.82514 14.379 0.002 4.87 951.0
2452131.81866 14.393 0.002 5.51 693.0
2452132.82488 14.385 0.002 5.88 747.0
2452133.91343 14.367 0.002 6.46 884.0
2452134.82976 14.363 0.002 6.71 674.0
2452135.86420 14.371 0.002 5.05 849.0
2452136.86411 14.355 0.002 5.98 835.0
2452137.90908 14.381 0.002 6.45 920.0
2452140.83398 14.378 0.002 5.87 630.0
2452141.86736 14.357 0.002 1.89 856.0
2452142.88122 14.395 0.002 4.85 1053.0
2452143.83528 14.402 0.002 4.73 826.0
2452144.80679 14.408 0.002 4.36 432.0
2452155.89748 14.433 0.002 6.58 1128.0
2452156.84401 14.418 0.002 5.10 769.0
2452160.77372 14.431 0.002 6.49 484.0
2452162.78028 14.435 0.002 5.13 411.0
2452165.76406 14.443 0.002 3.46 469.0
2452166.77505 14.423 0.002 4.97 397.0
2452167.74587 14.432 0.002 4.98 552.0
2452168.73237 14.444 0.002 6.12 421.0
2452171.75844 14.434 0.002 5.30 511.0
2452172.76501 14.439 0.002 5.07 638.0
2452173.72710 14.448 0.002 4.63 602.0
2452177.65875 14.447 0.002 6.39 537.0
2452178.70044 14.442 0.002 7.25 595.0
2452183.71816 14.432 0.003 1.85 919.0
2452184.72010 14.381 0.002 5.91 870.0
2452185.68358 14.375 0.002 5.35 830.0
2452186.70851 14.400 0.002 7.91 877.0
2452187.66619 14.381 0.002 6.40 955.0
2452189.71026 14.386 0.003 8.80 935.0
2452190.71010 14.386 0.002 5.87 687.0
2452191.65193 14.398 0.002 6.15 579.0
2452192.68069 14.380 0.002 4.57 496.0
2452193.70166 14.364 0.002 4.05 594.0
2452194.67294 14.367 0.002 4.41 597.0
2452201.73902 14.378 0.002 4.62 421.0
2452206.62485 14.420 0.002 2.32 943.0
2452211.66350 14.409 0.002 4.70 810.0
2452212.66257 14.432 0.002 5.88 940.0
2452213.67355 14.427 0.002 5.71 1153.0
2452214.65992 14.419 0.002 5.13 1144.0
2452215.67521 14.422 0.002 4.94 1050.0
2452217.65287 14.429 0.002 5.49 1182.0
2452219.69602 14.428 0.002 6.46 792.0
2452222.74525 14.432 0.002 6.61 720.0
2452223.68499 14.427 0.002 5.46 945.0
2452225.61452 14.446 0.002 4.23 818.0
2452226.66086 14.441 0.002 6.16 779.0
2452228.57626 14.428 0.002 5.69 748.0
2452230.51353 14.459 0.002 6.56 1368.0
2452232.52733 14.434 0.002 6.13 874.0
2452234.56941 14.449 0.002 4.59 853.0
2452236.55890 14.442 0.002 5.03 848.0
2452238.56428 14.443 0.002 5.15 786.0
2452241.55111 14.421 0.002 5.89 939.0
2452243.58935 14.410 0.002 4.46 891.0
2452248.63379 14.377 0.002 4.52 712.0
2452250.59981 14.396 0.002 4.47 921.0
2452253.58770 14.375 0.002 5.20 647.0
2452256.56998 14.388 0.002 5.92 809.0
2452258.61041 14.375 0.002 4.74 615.0
2452263.60167 14.416 0.002 6.46 536.0
2452265.62769 14.409 0.002 4.04 677.0
2452270.58588 14.413 0.002 5.24 751.0
2452272.58395 14.431 0.002 4.67 1102.0
2452274.56780 14.408 0.002 5.60 1184.0
2452276.53139 14.430 0.002 5.76 1510.0
2452280.54787 14.439 0.002 6.23 1072.0
2452285.58638 14.450 0.002 5.45 643.0
2452289.58329 14.441 0.002 5.74 593.0
2452291.58400 14.433 0.002 6.39 579.0
2452293.58450 14.444 0.002 6.13 785.0
2452295.58081 14.445 0.002 5.99 728.0
2452297.58399 14.433 0.002 5.98 837.0
2452299.58047 14.449 0.002 5.13 916.0
2452301.57316 14.415 0.002 6.85 869.0
2452448.90478 14.429 0.002 5.42 1940.0
2452460.90484 14.435 0.002 6.33 1015.0
2452463.93393 14.428 0.002 4.54 1050.0
2452466.85579 14.446 0.002 6.16 948.0
2452467.91966 14.445 0.002 5.84 526.0
2452469.91896 14.439 0.002 4.26 598.0
2452471.90850 14.436 0.002 4.98 645.0
2452472.89857 14.442 0.001 4.75 610.0
2452473.92476 14.437 0.002 4.39 715.0
2452481.88403 14.408 0.002 5.81 1180.0
2452483.90769 14.385 0.002 3.81 682.0
2452486.90780 14.379 0.002 6.47 899.0
2452488.90976 14.388 0.002 6.26 895.0
2452490.78532 14.401 0.002 7.23 748.0
2452492.92209 14.380 0.002 5.35 657.0
2452495.91725 14.381 0.001 4.83 686.0
2452496.92186 14.359 0.002 3.65 1216.0
2452498.79311 14.382 0.002 4.51 860.0
2452499.87810 14.388 0.002 4.32 653.0
2452500.88653 14.399 0.002 4.53 905.0
2452501.87328 14.403 0.002 3.69 809.0
2452502.85344 14.409 0.002 5.80 823.0
2452508.76406 14.426 0.002 6.26 1734.0
2452516.79550 14.440 0.002 5.69 1043.0
2452517.84227 14.448 0.002 4.67 926.0
2452518.81456 14.447 0.002 5.60 593.0
2452519.81284 14.443 0.002 3.93 816.0
2452520.81101 14.438 0.002 5.72 835.0
2452521.79929 14.431 0.002 4.95 611.0
2452524.80269 14.435 0.002 6.25 793.0
2452526.79652 14.434 0.002 4.33 430.0
2452529.79274 14.441 0.002 4.03 759.0
2452534.85334 14.446 0.002 5.42 787.0
2452535.79098 14.436 0.002 4.84 787.0
2452537.72106 14.435 0.002 6.26 971.0
2452538.82214 14.432 0.002 4.96 1150.0
2452539.71930 14.432 0.002 4.60 1010.0
2452540.76180 14.428 0.002 6.14 941.0
2452541.73118 14.411 0.002 4.80 806.0
2452542.70100 14.402 0.002 4.65 669.0
2452544.68093 14.394 0.002 4.88 484.0
2452545.69446 14.386 0.002 4.40 645.0
2452547.71245 14.392 0.002 4.98 644.0
2452548.73044 14.390 0.002 5.13 604.0
2452550.72571 14.388 0.002 5.38 520.0
2452551.71224 14.372 0.002 5.48 418.0
2452552.72825 14.377 0.002 4.55 496.0
2452553.66902 14.383 0.002 7.51 550.0
2452554.72135 14.375 0.002 4.53 569.0
2452555.72929 14.378 0.002 4.93 537.0
2452556.70836 14.385 0.002 4.40 551.0
2452557.72088 14.387 0.002 4.24 494.0
2452558.67736 14.386 0.002 4.26 898.0
2452559.63441 14.396 0.002 4.78 829.0
2452560.66734 14.408 0.002 3.81 664.0
2452561.71296 14.409 0.002 5.80 756.0
2452562.68572 14.411 0.002 4.79 826.0
2452563.69365 14.416 0.002 4.94 838.0
2452564.71001 14.420 0.002 5.41 857.0
2452565.70601 14.421 0.002 5.17 996.0
2452566.68095 14.418 0.002 4.28 954.0
2452568.75000 14.421 0.002 4.59 1549.0
2452571.66655 14.432 0.002 5.03 751.0
2452572.74181 14.432 0.002 5.84 782.0
2452573.67988 14.428 0.002 6.16 1037.0
2452574.65986 14.428 0.002 4.71 703.0
2452576.69460 14.435 0.002 6.68 620.0
2452577.65966 14.438 0.002 5.42 980.0
2452578.64716 14.441 0.002 4.96 930.0
2452579.65768 14.438 0.002 5.10 877.0
2452580.66582 14.433 0.002 3.85 884.0
2452583.63787 14.428 0.002 5.07 1026.0
2452584.64432 14.429 0.002 4.77 872.0
2452586.64552 14.445 0.002 4.10 782.0
2452587.62740 14.446 0.002 4.20 719.0
2452589.61831 14.449 0.002 4.05 974.0
2452590.63505 14.446 0.002 4.92 801.0
2452591.66123 14.450 0.002 4.79 1187.0
2452593.62450 14.446 0.002 3.86 1173.0
2452594.63052 14.448 0.002 5.50 973.0
2452596.60414 14.443 0.002 5.59 1074.0
2452597.59131 14.433 0.002 3.65 2520.0
2452598.67151 14.447 0.002 4.29 1455.0
2452599.62558 14.447 0.002 4.66 1958.0
2452607.64568 14.388 0.002 5.61 756.0
2452610.56701 14.396 0.002 4.94 938.0
2452613.56101 14.367 0.002 4.89 705.0
2452615.59140 14.382 0.002 4.33 520.0
2452619.57591 14.395 0.002 4.83 753.0
2452621.58490 14.420 0.002 5.81 914.0
2452625.56764 14.422 0.002 6.10 1018.0
2452627.53833 14.424 0.002 5.76 1110.0
2452630.55276 14.435 0.002 6.44 921.0
2452635.56647 14.442 0.002 3.89 644.0
2452637.56136 14.458 0.002 6.18 484.0
2452640.53168 14.443 0.002 3.63 2198.0
2452642.57143 14.445 0.002 5.01 930.0
2452646.58278 14.451 0.002 4.54 1083.0
2452651.55685 14.446 0.002 5.42 1016.0
2452654.57706 14.455 0.002 5.79 962.0
2452657.53693 14.446 0.002 5.87 1252.0
2452661.53346 14.415 0.002 3.58 769.0
2452664.57393 14.407 0.002 4.94 1078.0
2452667.53274 14.416 0.003 7.74 899.0
