2455261.65939 15.317 0.004 4.80 399.0
2455262.65341 15.327 0.004 6.77 376.0
2455264.62250 15.323 0.004 6.08 389.0
2455265.62199 15.320 0.004 6.04 416.0
2455266.61595 15.326 0.004 6.15 312.0
2455267.62772 15.317 0.004 5.93 518.0
2455268.61013 15.311 0.004 6.37 503.0
2455269.57952 15.316 0.004 5.50 486.0
2455270.58174 15.312 0.004 5.24 332.0
2455271.58903 15.313 0.004 4.86 362.0
2455273.57733 15.314 0.004 6.51 314.0
2455274.60858 15.315 0.004 6.42 467.0
2455276.58795 15.315 0.004 4.79 295.0
2455279.57613 15.311 0.004 5.60 496.0
2455281.56630 15.315 0.004 4.58 537.0
2455282.57089 15.314 0.004 5.36 660.0
2455285.56094 15.302 0.004 5.86 1127.0
2455287.55451 15.314 0.004 5.62 774.0
2455289.54804 15.310 0.004 6.08 495.0
2455290.49092 15.314 0.004 5.89 509.0
2455293.48683 15.302 0.004 6.09 496.0
2455295.51567 15.314 0.004 5.16 539.0
2455296.59085 15.317 0.004 7.00 478.0
2455297.53844 15.315 0.004 5.79 328.0
2455299.52102 15.313 0.004 5.46 508.0
2455301.54405 15.306 0.004 6.74 467.0
2455305.54171 15.313 0.004 6.12 675.0
2455307.47809 15.309 0.004 6.24 501.0
2455308.54811 15.302 0.004 5.77 543.0
2455309.56891 15.304 0.004 5.93 552.0
2455311.53504 15.302 0.004 6.00 632.0
2455313.51770 15.311 0.004 6.70 863.0
2455315.49842 15.312 0.004 5.35 1089.0
2455321.48491 15.295 0.004 6.71 588.0
2455322.49506 15.306 0.004 5.68 776.0
2455324.49940 15.306 0.004 5.31 877.0
2455326.50688 15.312 0.004 6.01 538.0
2455327.49690 15.298 0.004 5.33 500.0
2455335.48735 15.289 0.004 5.49 576.0
2455342.48753 15.307 0.005 7.40 1083.0
2455430.92949 15.269 0.004 5.33 1278.0
2455443.86594 15.284 0.003 4.88 348.0
2455445.88715 15.270 0.003 4.90 381.0
2455448.89802 15.244 0.003 4.32 423.0
2455451.84111 15.265 0.004 5.83 504.0
2455454.89037 15.262 0.004 7.03 321.0
2455457.78496 15.271 0.003 3.68 370.0
2455461.86279 15.267 0.003 4.55 966.0
2455463.90533 15.265 0.004 4.11 2388.0
2455465.87454 15.264 0.004 6.88 558.0
2455467.86484 15.290 0.003 4.18 484.0
2455468.85384 15.304 0.004 5.20 448.0
2455470.82888 15.302 0.003 4.87 349.0
2455471.87648 15.283 0.003 3.94 384.0
2455473.81133 15.246 0.003 5.65 278.0
2455477.81444 15.289 0.003 4.06 321.0
2455478.83625 15.275 0.003 4.73 333.0
2455481.76012 15.275 0.004 6.81 250.0
2455482.88967 15.265 0.004 5.31 1246.0
2455483.79305 15.288 0.004 6.10 338.0
2455484.80549 15.277 0.003 4.96 277.0
2455486.78722 15.278 0.004 6.08 329.0
2455487.78847 15.264 0.003 5.14 502.0
2455488.86018 15.264 0.003 3.45 354.0
2455490.85211 15.287 0.004 5.36 560.0
2455491.84011 15.292 0.004 5.15 518.0
2455492.84419 15.300 0.003 4.51 699.0
2455494.73518 15.321 0.004 5.14 674.0
2455495.86441 15.311 0.003 3.91 524.0
2455499.80843 15.271 0.003 4.50 258.0
2455506.77405 15.275 0.003 3.80 269.0
